SITC 5 DIGIT,5D DESC
05897,"MIXTURES OF FRUITS OR OTHER EDIBLE PARTS OF PLANTS, N.E.S., PREPARED OR PRESERVED, N.E.S. IN GROUP 058, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT"
05910,FRUIT JUICES; ORANGE
05920,FRUIT JUICES; GRAPE
05930,"FRUIT JUICES; CITRUS, OTHER THAN ORANGE"
05991,FRUIT JUICES; PINEAPPLE
05992,JUICES; TOMATO
05993,FRUIT JUICES; GRAPE (INCLUDING GRAPE MUST)
05994,FRUIT JUICES; APPLE
05995,FRUIT JUICES; OF ANY OTHER SINGLE FRUIT OR VEGETABLE
05996,MIXTURES OF FRUIT OR VEGETABLE JUICES
06111,"CANE SUGAR, RAW"
06121,"SUGARS; BEET OR CANE, CHEMICALLY PURE SUCROSE, IN SOLID FORM, CONTAINING ADDED FLAVOURING OR COLOURING MATTER"
06129,"SUGARS; BEET OR CANE, CHEMICALLY PURE SUCROSE, IN SOLID FORM, OTHER THAN CONTAINING ADDED FLAVOURING OR COLOURING MATTER"
06151,"MOLASSES; CANE, RESULTING FROM THE EXTRACTION OR REFINING OF SUGAR"
06159,"MOLASSES; BEET SUGAR AND OTHER MOLASSES (E.G., CORN MOLASSES), RESULTING FROM THE EXTRACTION OR REFINING OF SUGAR"
06160,NATURAL HONEY
06191,LACTOSE AND LACTOSE SYRUP
06192,MAPLE SUGAR AND MAPLE SYRUP
06193,"GLUCOSE (DEXTROSE) AND GLUCOSE SYRUP; NOT CONTAINING FRUCTOSE OR CONTAINING, IN THE DRY STATE, LESS THAN 20% BY WEIGHT OF FRUCTOSE"
06194,GLUCOSE AND GLUCOSE SYRUP; CONTAINING IN THE DRY STATE AT LEAST 20% BUT NOT MORE THAN 50% BY WEIGHT
06195,PURE FRUCTOSE
06196,"FRUCTOSE AND FRUCTOSE SYRUP; N.E.S IN SUBGROUP 061.9, CONTAINING IN THE DRY STATE MORE THAN 50% BY WEIGHT OF FRUCTOSE"
06199,"SUGARS; N.E.S IN GROUP 061, IN SOLID FORM; SUGAR SYRUPS NOT CONTAINING ADDED FLAVOURING OR COLOURING MATTER; ARTIFICIAL HONEY (WHETHER OR NOT MIXED WITH NATURAL HONEY); CARAMEL"
06210,"SUGAR CONFECTIONERY; FRUIT, NUTS, FRUIT-PEEL AND OTHER PARTS OF PLANTS, PRESERVED BY SUGAR OR OTHER SWEETENING MATTER (DRAINED, GLACE OR CRYSTALLIZED)"
06221,"CHEWING-GUM, WHETHER OR NOT SUGAR-COATED, NOT CONTAINING COCOA"
06229,"SUGAR CONFECTIONERY (INCLUDING WHITE CHOCOLATE); N.E.S IN SITC 062.21, NOT CONTAINING COCOA"
07111,"COFFEE; NOT ROASTED, NOT DECAFFEINATED"
07112,"COFFEE; NOT ROASTED, DECAFFEINATED"
07120,COFFEE; ROASTED
07131,"EXTRACTS, ESSENCES AND CONCENTRATES OF COFFEE AND PREPARATIONS WITH A BASIS OF THESE EXTRACTS, ESSENCES OR CONCENTRATES OR WITH A BASIS OF COFFEE"
07132,COFFEE HUSKS AND SKINS; SUBSTITUTES CONTAINING COFFEE IN ANY PROPORTION
07133,ROASTED CHICORY AND OTHER ROASTED COFFEE SUBSTITUTES (NOT CONTAINING COFFEE) AND EXTRACTS; ESSENCES AND CONCENTRATES THEREOF
07210,"COCOA; BEANS, WHOLE OR BROKEN, RAW OR ROASTED"
07220,"COCOA; POWDER, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
07231,"COCOA; PASTE, NOT DEFATTED (LIQUOR)"
07232,"COCOA; PASTE, WHOLLY OR PARTLY DEFATTED (COCOA CAKE)"
07240,"COCOA; BUTTER, FAT OR OIL"
07250,"COCOA; SHELLS, HUSKS, SKINS AND OTHER COCOA WASTE"
07310,"COCOA; POWDER, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
07320,"COCOA; OTHER FOOD PREPARATIONS, CONTAINING COCOA, IN BLOCKS OR SLABS WEIGHING MORE THAN 2 KG OR IN LIQUID, PASTE, POWDER, GRANULAR OR OTHER BULK FORM IN CONTAINERS OR IMMEDIATE PACKING OF A CONTENT EXCEEDING 2 KG"
07330,"COCOA; OTHER FOOD PREPARATIONS CONTAINING COCOA, IN BLOCKS, SLABS OR BARS, WHETHER OR NOT FILLED"
07390,"COCOA; OTHER CHOCOLATE AND FOOD PREPARATIONS CONTAINING COCOA, N.E.S. IN DIVISION 07"
07411,"TEA; GREEN (NOT FERMENTED), IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG, WHETHER OR NOT FLAVOURED"
07412,"TEA; GREEN (NOT FERMENTED), N.E.S IN SITC 074.11, WHETHER OR NOT FLAVOURED"
07413,"TEA; BLACK (FERMENTED) AND PARTLY FERMENTED, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG, WHETHER OR NOT FLAVOURED"
07414,"TEA; BLACK (FERMENTED) AND OTHER PARTLY FERMENTED, N.E.S IN SITC 074.13, WHETHER OR NOT FLAVOURED"
07431,MATE
07432,"EXTRACTS, ESSENCES AND CONCENTRATES OF TEA OR MATE, AND PREPARATIONS WITH A BASIS OF TEA, MATE OR THEIR EXTRACTS, ESSENCES OR CONCENTRATES"
07511,"SPICES; PEPPER OF THE GENUS PIPER, NEITHER CRUSHED NOR GROUND"
07512,"SPICES; PEPPER OF THE GENUS PIPER, CRUSHED OR GROUND"
07513,"SPICES; FRUITS OF THE GENUS CAPSICUM OR OF THE GENUS PIMENTA, DRIED OR CRUSHED OR GROUND"
07521,SPICES; VANILLA
07522,"SPICES; CINNAMON AND CINNAMON-TREE FLOWERS, NEITHER CRUSHED NOR GROUND"
07523,"SPICES; CINNAMON AND CINNAMON-TREE FLOWERS, CRUSHED OR GROUND"
07524,"SPICES; CLOVES (WHOLE FRUIT, CLOVES AND STEMS)"
07525,"SPICES; NUTMEG, MACE AND CARDAMOMS"
07526,"SPICES; SEEDS OF ANISE, BADIAN, FENNEL, CORIANDER, CUMIN OR CARAWAY; JUNIPER BERRIES"
07527,SPICES; GINGER (EXCLUDING GINGER PRESERVED IN SUGAR OR CONSERVED IN SYRUP)
07528,SPICES; SAFFRON
07529,SPICES; N.E.S IN SUBGROUP 075.2; MIXTURES OF TWO OR MORE OF THE PRODUCTS OF DIFFERENT HEADINGS OF GROUP 075
08111,"FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); CEREAL STRAW AND HUSKS, UNPREPARED, WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLET"
08112,FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); LUCERNE (ALFALFA) MEAL AND PELLETS
08113,"FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); SWEDES, MANGOLDS, FODDER ROOTS, HAY, CLOVER, SAINFOIN, FORAGE KALE, LUPINES, VETCHES AND SIMILAR FORAGE PRODUCTS, WHETHER OR NOT IN FORM OF PELLETS"
08119,"FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); VEGETABLE RESIDUES AND BY-PRODUCTS, VEGETABLE MATERIALS AND VEGETABLE WASTE, WHETHER OR NOT IN THE FORM OF PELLETS, OF A KIND USED FOR ANIMAL FOOD"
08123,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, OF LEGUMINOUS PLANTS"
08124,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, MAIZE (CORN)"
08126,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, OF WHEAT"
08129,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, OF CEREALS N.E.S IN SUBGROUP 081.2"
08131,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF SOYA BEANS"
08132,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF GROUNDNUTS"
08133,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF COTTON SEEDS"
08134,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF LINSEED"
08135,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF SUNFLOWER SEEDS"
08136,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF RAPE OR COLZA SEEDS"
08137,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF COCONUT OR COPRA"
08138,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF PALM NUTS OR KERNELS"
08139,"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF OTHER OIL-SEEDS, OLEAGINOUS FRUITS AND GERMS OF CEREAL"
08141,"MEAT OR MEAT OFFAL; FLOURS, MEALS AND PELLETS, UNFIT FOR HUMAN CONSUMPTION; GREAVES"
08142,"FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES; FLOURS, MEALS AND PELLETS, UNFIT FOR HUMAN CONSUMPTION"
08151,RESIDUES OF STARCH MANUFACTURE AND SIMILAR RESIDUES
08153,BREWING OR DISTILLING DREGS AND WASTE
08194,WINE LEES; ARGOL
08195,"FOOD WASTE AND PREPARED ANIMAL FEEDS; DOG OR CAT, PUT UP FOR RETAIL SALE"
08199,"FOOD WASTE AND PREPARED ANIMAL FEEDS; A KIND USED FOR ANIMAL FOOD, N.E.S. IN SUBGROUP 081.9"
09101,MARGARINE (EXCLUDING LIQUID MARGARINE)
09109,"MARGARINE; INCLUDING LIQUID MARGARINE; EDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS 15.17 OR OILS OF FRACTIONS OF DIFFERENT SUCH FATS OR OILS, OTHER THAN VEGETABLE FATS OR OILS OR THEIR FRACTIONS OF SUBGROUP 431.2"
09811,HOMOGENIZED FOOD PREPARATIONS; FROM MEAT AND EDIBLE MEAT OFFAL
09812,HOMOGENIZED FOOD PREPARATIONS; VEGETABLES
09813,HOMOGENIZED FOOD PREPARATIONS; COOKED FRUIT
09814,HOMOGENIZED FOOD PREPARATIONS; COMPOSITE FOOD
09841,SAUCES; SOYA
09842,SAUCES; TOMATO KETCHUP AND OTHER TOMATO SAUCES
09843,MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD
09844,VINEGAR AND SUBSTITUTES FOR VINEGAR OBTAINED FROM ACETIC ACID
09849,OTHER SAUCES AND PREPARATIONS THEREFOR; MIXED CONDIMENTS AND MIXED SEASONINGS
09850,"EDIBLE PRODUCT AND PREPARATIONS; N.E.S IN SUBGROUP 091.0, SOUPS AND BROTHS AND PREPARATIONS THEREFOR"
09860,"EDIBLE PRODUCT AND PREPARATIONS; N.E.S IN SUBGROUP 091.0, YEASTS (ACTIVE OR INACTIVE); OTHER SINGLE-CELL MICRO-ORGANISMS, DEAD (BUT NOT INCLUDING VACCINES OF HEADING 541.63); PREPARED BAKING POWDERS"
09891,"PASTA, COOKED OR STUFFED; COUSCOUS, WHETHER OR NOT PREPARED"
09892,FOOD PREPARATIONS; EDIBLE PRODUCTS OF ANIMAL ORIGIN
09893,"FOOD PREPARATIONS; FOR INFANT USE, PUT UP FOR RETAIL SALE, OF FLOUR, MEAL, STARCH OR MALT EXTRACT (NOT CONTAINING COCOA OR CONTAINING COCOA IN A PROPORTION BY WEIGHT OF LESS THAN 40% CALCULATED ON TOTALLY DEFATTED BASIS OR OF HEADING 022.11 - 022.32 AND S"
09894,"MALT EXTRACT; FOOD PREPARATIONS OF FLOUR, MEAL, STARCH OR MALT EXTRACT (NOT CONTAINING COCOA POWDER OR CONTAINING COCOA IN A PROPORTION BY WEIGHT OF LESS THAN 40% CALCULATED ON TOTALLY DEFATTED BASIS"
09899,FOOD PREPARATIONS; N.E.S IN SUBGROUP 098.9
11101,"BEVERAGES; NON-ALCOHOLIC, WATERS, INCLUDING NATURAL OR ARTIFICIAL MINERAL WATERS AND AERATED WATERS, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER NOR FLAVOURED; ICE AND SNOW"
11102,"BEVERAGES; NON-ALCOHOLIC, WATERS (INCLUDING MINERAL WATERS AND AERATED WATERS) CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED, AND OTHER NON-ALCOHOLIC BEVERAGES"
11211,"BEVERAGES; ALCOHOLIC, GRAPE MUST IN FERMENTATION OR WITH FERMENTATION ARRESTED OTHERWISE THAN BY THE ADDITION OF ALCOHOL"
11213,"BEVERAGES; ALCOHOLIC, VERMOUTH AND OTHER WINES OF FRESH GRAPES FLAVOURED WITH PLANTS OR AROMATIC SUBSTANCES"
11215,"BEVERAGES; ALCOHOLIC, SPARKLING WINE"
11217,"BEVERAGES; ALCOHOLIC, WINE OF FRESH GRAPES (OTHER THAN SPARKLING WINE); GRAPE MUST WITH FERMENTATION PREVENTED OR ARRESTED"
11220,"BEVERAGES; ALCOHOLIC, FERMENTED, N.E.S. (E.G., CIDER, PERRY, NEAD); MIXTURES OF FERMENTED AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES"
11230,"BEVERAGES; ALCOHOLIC, BEER MADE FROM MALT (INCLUDING ALE, STOUT AND PORTER)"
11241,"BEVERAGES; ALCOHOLIC, WHISKY"
11242,"BEVERAGES; ALCOHOLIC, SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC"
11244,"BEVERAGES; ALCOHOLIC, RUM AND OTHER SPIRITS OBTAINED BY DISTILLING FERMENTED SUGAR CANE PRODUCTS"
11245,"BEVERAGES; ALCOHOLIC, GIN AND GENEVA"
11249,"BEVERAGES; ALCOHOLIC, SPIRITS AND DISTILLED ALCOHOLIC BEVERAGES, N.E.S. IN SUBGROUP 112.4"
12110,TOBACCO; NOT STEMMED OR STRIPPED
12120,TOBACCO; WHOLLY OR PARTLY STEMMED OR STRIPPED
12130,TOBACCO; REFUSE
12210,"CIGARS, CHEROOTS AND CIGARILLOS; CONTAINING TOBACCO"
12220,CIGARETTES; CONTAINING TOBACCO
12231,"CIGARS, CHEROOTS, CIGARILLOS AND CIGARETTES, OF TOBACCO SUBSTITUTES"
12232,"SMOKING TOBACCO, WHETHER OR NOT CONTAINING TOBACCO SUBSTITUTES IN ANY PROPORTION"
12239,"MANUFACTURED TOBACCO, EXTRACTS AND ESSENCES, N.E.S."
21121,"WHOLE HIDES AND SKINS, OF A WEIGHT PER SKIN NOT EXCEEDING 8 KG WHEN SIMPLY DRIED, 10 KG WHEN DRY-SALTED, OR 16 KG WHEN FRESH, WET-SALTED OR OTHERWISE PRESERVED"
21129,"OTHER HIDES AND SKINS, INCLUDING BUTTS, BENDS AND BELLIES"
21160,"SKINS; SHEEP AND LAMB, EXCEPT ASTRAKHAN, BROADTAIL, CARACUL, PERSIAN OR SIMILAR LAMBS, INDIAN, CHINESE, MONGOLIAN OR TIBETAN LAMBS, WITH THE WOOL ON, RAW, FRESH OR SALTED, DRIED, LIMED, PICKLED OR OTHERWISE PRESERVED BUT NOT TANNED, PARCHMENT-DRESSED OR F"
21170,"SKINS; SHEEP AND LAMB, WITHOUT WOOL ON, RAW, FRESH OR SALTED, DRIED, LINED, PICKLED OR OTHERVIEW PRESERVED BUT NOT TANNED, PARCHMENT-DRESSED OR FURTHER PREPARED, WHETHER OR NOT SPLIT"
21191,"PARINGS AND OTHER WASTE OF LEATHER OR OF COMPOSITION LEATHER, NOT SUITABLE FOR THE MANUFACTURE OF LEATHER ARTICLES; LEATHER DUST, POWDER AND FLOUR"
21199,"HIDES AND SKINS, N.E.S., RAW (FRESH, OR SALTED, DRIED, LIMED, PICKLED OR OTHERWISE PRESERVED, BUT NOT TANNED, PARCHMENT-DRESSED OR FURTHER PREPARED), WHETHER OR NOT DEHAIRED OR SPLIT"
21210,"MINK SKINS; RAW, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS"
22211,"OIL SEEDS AND OLEAGINOUS FRUITS; GROUNDNUTS (PEANUTS), NOT ROASTED OR OTHERWISE COOKED, IN SHELL OR BROKEN"
22212,"OIL SEEDS AND OLEAGINOUS FRUITS; GROUNDNUTS (PEANUTS), NOT ROASTED OR OTHERWISE COOKED, SHELLED OR BROKEN"
22220,OIL SEEDS AND OLEAGINOUS FRUITS; SOYA BEANS
22230,OIL SEEDS AND OLEAGINOUS FRUITS; COTTON SEEDS
22240,OIL SEEDS AND OLEAGINOUS FRUITS; SUNFLOWER SEEDS
22250,OIL SEEDS AND OLEAGINOUS FRUITS; SESAME (SESAMUM) SEEDS
22262,OIL SEEDS AND OLEAGINOUS FRUITS; MUSTARD SEEDS
22310,OIL SEEDS AND OLEAGINOUS FRUITS; COPRA
22340,OIL SEEDS AND OLEAGINOUS FRUITS; LINSEED
22370,OIL SEEDS AND OLEAGINOUS FRUITS; N.E.S IN DIVISION 22
22390,"OIL SEEDS AND OLEAGINOUS FRUITS; FLOURS AND MEALS, EXCLUDING MUSTARD FLOUR, NON -DEFATTED, PARTIALLY DEFATTED, OR DEFATTED AND WHOLLY OR PARTIALLY REFATTED WITH THEIR ORIGINAL OILS"
23110,"RUBBER; NATURAL, LATEX, WHETHER OR NOT PREVULCANISED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS"
23121,"RUBBER; NATURAL, OTHER THAN LATEX, SMOKED SHEETS"
23125,"RUBBER; NATURAL, OTHER THAN LATEX, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS, TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR)"
23129,"RUBBER; NATURAL, OTHER THAN LATEX, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS, N.E.S. IN SUBGROUP 231.2"
23130,"RUBBER; BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS"
23211,RUBBER; STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR)
23212,BUTADIENE RUBBER (BR)
23213,ISOBUTENE-ISOPRENE (BUTYL) RUBBER (IIR); HALO-ISOBUTENE-ISOPRENE RUBBER (CIIR OR BIIR)
23214,CHLOROPRENE (CHLOROBUTADIENE) RUBBER (CR)
23215,ACRYLONITRILE-BUTADIENE RUBBER (NBR)
23216,ISOPRENE RUBBER (IR)
23217,ETHYLENE-PROPYLENE-NON-CONJUGATED DIENE RUBBER (EPDM)
23218,MIXTURES OF ANY PRODUCT OF GROUP 231 WITH ANY PRODUCT OF SUBGROUP 232.1
23219,"RUBBER; SYNTHETIC AND FACTICE DERIVED FROM OILS, N.E.S IN SUBGROUP 232.1"
23221,"RUBBER; RECLAIMED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP"
23222,"WASTE, PARINGS AND SCRAP OF UNHARDENED RUBBER AND POWDERS AND GRANULES OBTAINED THEREFROM"
24402,"CORK; NATURAL, DEBACKED OR ROUGHLY SQUARED, OR IN RECTANGULAR BLOCKS, PLATES, SHEETS OR STRIP (INCLUDING SHARP-EDGED BLANKS FOR CORKS AND STOPPERS)"
24403,"CORK; NATURAL, RAW OR SIMPLY PREPARED"
24404,"CORK; WASTE , CRUSHED, GRANULATED OR GROUND"
24501,"WOOD; FUEL, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS (EXCLUDING WOOD WASTE)"
24502,"WOOD; CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED"
24611,"WOOD; IN CHIPS OR PARTICLES, CONIFEROUS"
24615,"WOOD; IN CHIPS OR PARTICLES, NON-CONIFEROUS"
24620,"WOOD; SAWDUST AND WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS"
24730,"WOOD; IN THE ROUGH (WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD ) OR ROUGHLY SQUARED, TREATED WITH PAINT, STAINS OR OTHER PRESERVATIVES"
24740,"WOOD; OF CONIFEROUS SPECIES, IN THE ROUGH (WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD) OR ROUGHLY SQUARED, BUT NOT TREATED WITH PAINT, STAINS OR PRESERVATIVES"
24750,"WOOD OF NON-CONIFEROUS SPECIES, IN THE ROUGH (WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD) OR ROUGHLY SGUARED, BUT NOT TREATED WITH PAINT, STAINS OR OTHER PRESERVATIVES OF THE FOLLOWING TROPICAL WOOD: ABURA, ACAJOU D'AFRIQUE, AFRORMOSIA, AKO, ALAN, ANDIROBA, ANINGRE, AVODIRE, AZOBE, BALAU, BALSA, BOSSE CLAIR, BOSSE FONCE, CATIVO, CEDRO, DABEMA, DARK RED MERANTI, DIBETOU, DOUSSIE, FRAMIRE, FREIJO, FROMAGER, FUMA, GERONGGANG, ILOMBA, IMBUIA, IPE, IROKO,JABOTY, JELUTONG,JEQUITIBA, JONGKONG, KAPUR, KEMPAS, KERUING, KOSIPO, KOTIBE, KOTO, LIGH RED MERANTI, LIMBA, LOURO, MACARANDUBA, MAHOGANY,MAKORE, MANDIOQUEIRA, MANSONIA, MENGKULANG, MERANTI BAKAU, MERAWAN, MERBAU, MERPAUH, MERSAWA, MOABI,NIANGON, NYATOH, OBECHE, OKOUME, ONZABILI, OREY, OVENGKOL, PZOGP. PADAUK, PALDAO, PALISSANDRE DE GUATEMALA, PALISSANDRE DE PARA, PALISSANDRE DE RIO, PALISSANDRE DE ROSE, PAU AMARELO, PAU MARFIM, PULAI, PUNAH, QUARUBA, RAMIN, SAPELLI, SAQUI-SAQUI, SPETIR, SIPO SUCUPIRA, SUREN, TAUARI, TEAK, TIAMA, TO LA, VIROLA, WHITE LAUAN, WHITE MERANTI, WHITE SERAYA, YELLOW MERANTI"
24751,"WOOD OF NON-CONIFEROUS SPECIES, IN THE ROUGH (WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD) OR ROUGHLY SQUARED, BUT NOT TREATED WITH PAINT, STAINS OR OTHER PRESERVATIVES OF THE FOLLOWING TROPICAL WOODS: DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WH"
24790,"WOOD; IN THE ROUGH OR ROUGHLY SQUARED, N.E.S. IN GROUP 247"
24792,"WOODS IN THE ROUGH OR ROUGHLY SQUARED, N.E.S"
24811,"WOOD; RAILWAY OR TRAMWAY SLEEPERS (CROSS-TIES), NOT IMPREGNATED"
24819,"WOOD; RAILWAY OR TRAMWAY SLEEPERS (CROSS-TIES), IMPREGNATED"
24820,"WOOD; OF CONIFEROUS SPECIES, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, WHETHER OR NOT PLANED, SANDED OR FINGER-JOINTED, OF A THICKNESS EXCEEDING 6MM"
24830,"WOOD; OF CONIFEROUS SPECIES (INCLUDING STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED), CONTINUOUSLY SHAPED (TONGUED, GROOVED, REBATED, CHANFERED, V-JOINTED, BENDED, MOULDED, ROUNDED OR THE LIKE, ALONG ANY OF ITS EDGES OF FACES, WHETER OR NOT PLAN"
24840,"WOOD; OF NON-CONIFEROUS SPECIES SPECIFIED IN HEADING 247.5, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, WHETHER OR NOT PLANED , SANDED OR FINGER-JOINTED, OF A THICKNESS EXCEEDING 6 MM"
24841,"WOOD SAWN OR CHIPPED LENGTHWISE, OF A THICKNESS EXCEEDING 6 MM, OF BEECH (FAGUS SPP.), PLANED, SANDED OR END-JOINTED"
24842,"WOOD SAWN OR CHIPPED LENGTHWISE, OF A THICKNESS EXCEEDING 6 MM, OF BEECH (FAGUS SPP.), OTHER THAN PLANED, SANDED OR END-JOINTED"
24844,"WOOD SAWN OR CHIPPED LENGTHWISE, OF A THICKNESS EXCEEDING 6 MM, OF VIROLA, IMBUIA AND BALSA, OTHER THAN PLANED, SANDED OR END-JOINTED"
24849,"WOOD SAWN OR CHIPPED LENGTHWISE, OF A THICKNESS EXCEEDING 6 MM, OF JELUTONG (DYERA SPP.), PLANED, SANDED OR END-JOINTED"
24850,"WOOD; OF NON-CONIFEROUS SPECIES (INCLUDING STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED), CONTINUOUSLY SHAPED (TONGUED, GROOVED, REBATED, CHANFORED, V-JOINTED, BEADED, MOULDED, ROUNDED OR THE LIKE) ALONG ANY OF ITS EDGES OR FACES, WHETHER OR NOT"
25111,"PULP AND WASTE PAPER; WASTE AND SCRAP, RECOVERED, OF UNBLEACHED KRAFT PAPER OR PAPERBOARD OR OF CORRUGATED PAPER OR PAPERBOARD"
25112,"PULP AND WASTE PAPER; WASTE AND SCRAP, RECOVERED, OF OTHER PAPER OR PAPERBOARD MADE MAINLY OF BLEACHED CHEMICAL PULP, NOT COLOURED IN THE MASS"
25113,"PULP AND WASTE PAPER; WASTE AND SCRAP, RECOVERED, OF PAPER OR PAPERBOARD MADE MAINLY OF MECHANICAL PULP (E.G., NEWSPAPERS, JOURNALS AND SIMILAR PRINTED MATTER"
25119,"PULP AND WASTE PAPER; WASTE AND SCRAP, RECOVERED, N.E.S IN SUBGROUP 251.1"
25120,PULP AND WASTE PAPER; MECHANICAL WOOD PULP
